Title-main	Title-na	Title-eu	Title-jp	Title-alt	regions	genre	subgenre
Toy Story	Toy Story	Toy Story	Toy Story			Platform	
Toys: Let the Toy Wars Begin!	Toys: Let the Toy Wars Begin!	Toys: Let the Toy Wars Begin!				Action	
Traverse: Starlight & Prairie					JP	RPG	
Treasure Hunter G					JP	RPG	Action RPG
Treasure of the Rudras					JP	RPG	Console-style RPG
Trinea					JP	Adventure	Action-adventure
Troddlers	Troddlers				NA EU	Puzzle	
Troy Aikman NFL Football					NA|EU	Sports	American Football
True Golf Classics: Pebble Beach Golf Links				Pebble Beach no Hotou (JP)	NA|EU|JP	Sports	Golf
True Golf Classics: Waialae Country Club				Waialae no Kiseki (JP)	NA|JP	Sports	Golf
True Golf: Wicked 18				Devil's Course (JP)	NA|JP	Sports	Golf
True Lies					NA|EU|JP	Adventure	Action-adventure
Tsukikomori					JP	Adventure	Graphic adventure
Tsuppari Ōzumō: Risshin Shusse Hen					JP	Sports	Sumo
Tsuri Tarou					JP	Sports	Fishing
Tsuyoshi Shikkari Shinasai: Taisen Puzzle-dama					JP	Puzzle	Action puzzle
Tuff E Nuff	Tuff E Nuff	Tuff E Nuff	Dead Dance			Action	Fighting
Turf Hero					JP	Adventure	Graphic adventure
Turf Memories					JP	Sports	Horse Racing
Turn and Burn: No-Fly Zone				Super Dogfight (JP)	NA|EU|JP	Flight	
TwinBee: Rainbow Bell Adventure		Pop'n TwinBee: Rainbow Bell Adventures	TwinBee: Rainbow Bell Adventure			Platform	
The Twisted Tales of Spike McFang				Chō Makai Taisen!: Dorabocchan (JP)	JP|NA	RPG	Action RPG
U.N. Squadron	U.N. Squadron	U.N. Squadron	Area 88			Shooter	Scrolling shooter
Uchū no Kishi: Tekkaman Blade			Uchū no Kishi: Tekkaman Blade			Shooter	Scrolling shooter
Uchuu Race: Astro Go! Go!					JP	Racing	Futuristic Racing
UFO Kamen Yakisoban: Kettler no Kuroi Inbou					JP	Action	Beat 'em up and hack and slash
Ugoku E Ver. 2.0: Aryol					JP	Puzzle	Action puzzle
Ultima VI: The False Prophet	Ultima VI: Itsuwari no Yogensha				JP|NA	RPG	Computer-style RPG
Ultima VII: The Black Gate	Ultima VII: The Black Gate				JP|NA	RPG	Computer-style RPG
Ultima: Kyouryuu Teikoku (Ultima: Savage Empire)	Ultima: Kyouryuu Teikoku (Ultima: Savage Empire)				JP	RPG	Computer-style RPG
Ultima: Runes of Virtue II				Ultima Gaiden: Kuro Kishi no Inbou (JP)	JP|NA	RPG	Action RPG
Ultimate Fighter				Hiryuu no Ken S: Golden Fighter (JP)	NA|JP	Action	Beat 'em up and hack and slash
Ultimate Mortal Kombat 3	Ultimate Mortal Kombat 3	Ultimate Mortal Kombat 3				Action	Fighting
Ultra Baseball Jitsumeiban					JP	Sports	Baseball
Ultra Baseball Jitsumeiban 2					JP	Sports	Baseball
Ultra Baseball Jitsumeiban 3					JP	Sports	Baseball
Ultra League: Moero! Soccer Daikessen!!					JP	Sports	Football
Ultra Seven			Ultra Seven			Action	Fighting
Ultraman: Towards the Future	Ultraman: Towards the Future	Ultraman: Towards the Future	Ultraman			Action	Fighting
Umi no Nushi Tsuri					JP	RPG	
Umi no Nushi Tsuri					JP	Sports	Fishing
Umi Tsuri Meijin: Suzuki Hen					JP	Sports	Fishing
Umihara Kawase					JP	Puzzle	Action puzzle
Uncharted Waters				Super Daikoukai Jidai (JP)	NA|JP	Adventure	Action-adventure
Uncharted Waters: New Horizons				Daikoukai Jidai II (JP)	NA|EU|JP	Adventure	Action-adventure
Uniracers				Unirally (EU)	NA|EU	Racing	Other
Untouchables	Untouchables					Action	
Urban Strike	Urban Strike	Urban Strike				Shooter	Multidirectional shooter
Ushio to Tora			Ushio to Tora			Action	
Utopia: The Creation of a Nation					NA|EU|JP	Simulation	God game
Valis IV	Super Valis IV		Super Valis: Akaki Tsuki no Otome			Platform	
Vegas Stakes				Las Vegas Dream (JP)	NA|EU|JP	Traditional games	Gambling
Verne World					JP	RPG	
Violinist of Hameln			Hamelin no Violin Tamaki			Platform	
Virtual Bart					NA|EU|JP	Action	Multi-genre action
Virtual Soccer				J.League Super Soccer (JP)	JP|EU	Sports	Football
Vortex	Vortex	Vortex	Vortex			Shooter	Tube and rail shooter
VS. Collection					JP	Puzzle	Action puzzle
Wagyan Paradise			Wagyan Paradise			Action	
Waka Taka Ōzumō: Brothers Dream Match					JP	Sports	Sumo
Wakuwaku Ski Wonder Shoot					JP	Sports	Ski and Snowboard
Wally wo Sagase!					JP	Puzzle	Action puzzle
War 2410					NA	Strategy	Turn-based strategy
War 3010: The Revolution					NA	Strategy	Turn-based strategy
Waratte Iitomo! Tamorin Pick					JP	Traditional games	Trivia & game show
Wario's Woods	Wario's Woods	Wario's Woods	Wario's Woods		JP NA EU	Puzzle	Action puzzle
Warlock					NA|EU|JP	Adventure	Action-adventure
Warp Speed					NA|EU	Racing	Space
Waterworld		Waterworld				Action	
Wayne Gretzky and the NHLPA All-Stars					NA	Sports	Hockey
Wayne's World					NA|EU	Adventure	Action-adventure
WCW SuperBrawl Wrestling					NA	Sports	Wrestling
We're Back! A Dinosaur's Story	We're Back! A Dinosaur's Story	We're Back! A Dinosaur's Story				Action	
Weaponlord	Weaponlord	Weaponlord				Action	Fighting
Wedding Peach			Wedding Peach			Simulation	Life simulation
Wheel of Fortune Deluxe!					NA	Traditional games	Trivia & game show
Wheel of Fortune: Featuring Vanna White					NA	Traditional games	Trivia & game show
Where in the World is Carmen Sandiego?					NA|EU	Traditional games	Educational
Where in Time is Carmen Sandiego?					NA	Traditional games	Educational
Whizz	Whizz	Whizz				Action	Maze
Wild Guns	Wild Guns	Wild Guns	Wild Guns			Shooter	Fixed shooter
Wild Snake	Wild Snake		Super Snakey		JP NA	Puzzle	Action puzzle
Williams Arcade's Greatest Hits					NA|EU	Action	Multi-genre action
Wing Commander					NA|EU|JP	Racing	Space
Wing Commander: The Secret Missions					NA|EU	Racing	Space
Wings 2: Aces High				Blazing Skies (EU)|Sky Mission (JP)	NA|EU|JP	Flight	
Winning Post					JP	Sports	Horse Racing
Winning Post 2					JP	Sports	Horse Racing
Winning Post 2: Program '96					JP	Sports	Horse Racing
Winter Gold					EU	Sports	Olympic games
Winter Olympic Games: Lillehammer '94					NA|EU	Sports	Olympic games
Wizap!: Ankoku no Ou					JP	RPG	
The Wizard of Oz	Wizard of Oz					Action	
Wizardry Gaiden IV: Throb of the Demon's Heart					JP	RPG	
Wizardry I-II-III: Story of Llylgamyn|Wizardry: Proving Grounds of the Mad Overlord|Wizardry II: The Knight of Diamonds|Wizardry III: Legacy of Llylgamyn					JP	RPG	Computer-style RPG
Wizardry V: Heart of the Maelstrom	Wizardry V: Heart of the Maelstrom				JP|NA	RPG	Computer-style RPG
Wizardry VI: Bane of the Cosmic Forge	Wizardry VI: Bane of the Cosmic Forge				JP	RPG	Computer-style RPG
Wolfchild					NA	Action	Beat 'em up and hack and slash
Wolfenstein 3D	Wolfenstein 3D	Wolfenstein 3D	Wolfenstein 3D			Shooter	First-person shooter
Wolverine: Adamantium Rage					NA|EU|JP	Action	Beat 'em up and hack and slash
Wonder Project J: Kikai no Shōnen Pīno					JP	RPG	Action RPG
Wondrous Magic					JP	RPG	
Wordtris					NA	Puzzle	Action puzzle
World Class Rugby					EU|JP	Sports	Rugby
World Class Rugby 2: Kokunai Gekitou Hen '93					JP	Sports	Rugby
World Cup USA '94					NA|EU|JP	Sports	Football
World Heroes	World Heroes	World Heroes	World Heroes			Action	Fighting
World Heroes 2	World Heroes 2		World Heroes 2			Action	Fighting
World League Soccer				Pro Soccer (JP)	NA|JP	Sports	Football
World Masters Golf					EU	Sports	Golf
Worms					EU	Strategy	Turn-based strategy
Wrecking Crew '98					JP	Puzzle	Action puzzle
WWF RAW					NA|EU	Sports	Wrestling
WWF Royal Rumble					NA|EU|JP	Sports	Wrestling
WWF Super WrestleMania					NA|EU|JP	Sports	Wrestling
WWF WrestleMania: The Arcade Game					NA|EU|JP	Sports	Wrestling
X-Kaliber 2097				Sword Maniac (JP)	NA|EU|JP	Action	Beat 'em up and hack and slash
X-Men: Mutant Apocalypse					NA|EU|JP	Action	Beat 'em up and hack and slash
X-Zone	X-Zone	X-Zone				Shooter	Light gun shooter
Xak: The Art of Visual Stage					JP	RPG	Action RPG
Xandra no Daibōken: Valkyrie to no Deai		Whirlo	Xandra no Daibōken: Valkyrie to no Deai			Action	
Xandra no Daibōken: Valkyrie to no Deai		Whirlo	Xandra no Daibōken: Valkyrie to no Deai			Platform	
Xardion				Choukou Goukami Xardion (JP)	NA|JP	Action	Beat 'em up and hack and slash
Yadamon: Wonderland Dreams			Yadamon: Wonderland Dreams			Platform	
Yakouchuu					JP	Adventure	Graphic adventure
Yamato Takeru					JP	RPG	
YamYam			YamYam			Action	
Yokoyama Mitsuteru Sangokushi					JP	Strategy	Turn-based strategy
Yokoyama Mitsuteru: Sangokushi 2					JP	Strategy	Turn-based strategy
Yokoyama Mitsuteru: Sangokushi Bangi: Sugoroku Eiyuuki					JP	Adventure	Action-adventure
Yokozuna Monogatari					JP	Sports	Sumo
Yoshi no Kuruppon: Oven de Cookie					JP	Puzzle	
Yoshi's Cookie	Yoshi's Cookie	Yoshi's Cookie	Yoshi no Cookie		JP NA EU	Puzzle	Action puzzle
Yoshi's Safari	Yoshi's Safari	Yoshi's Safari	Yoshi no Road Hunting			Shooter	Light gun shooter
Youchien Senki Madara					JP	RPG	
Young Merlin					NA|EU	Adventure	Action-adventure
Ys III: Wanderers From Ys				Ys III: Wanderers From Ys	JP|NA	RPG	Action RPG
Ys IV: Mask of the Sun					JP	RPG	Action RPG
Ys V: Kefin, The Lost City of Sand					JP	RPG	Action RPG
Yu Yu Hakusho			Yu Yu Hakusho			Action	Fighting
Yū Yū Hakusho Final: Makai Saikyō Retsuden			Yu Yu Hakusho Final			Action	Fighting
Yu Yu Hakusho: Tokubetsuhen			Yu Yu Hakusho: Tokubetsuhen			Action	Fighting
Yume Maboroshi no Gotoku					JP	RPG	
Yume Meikyuu: Kigurumi Daibouken					JP	RPG	
Yuu Yuu Hakusho 2: Kakutou no Shou			Yuu Yuu Hakusho 2: Kakutou no Shou			Action	Fighting
Yuujin no Furi Furi Girls					JP	Adventure	Action-adventure
Yuujin: Janjuu Gakuen					JP	Traditional games	Tile games
Yuujin: Janjuu Gakuen 2					JP	Traditional games	Tile games
Yuuyu no Quiz de GO! GO!					JP	Traditional games	Trivia & game show
Zakuro no Aji					JP	Adventure	Graphic adventure
Zan II: Spirits					JP	Strategy	Turn-based strategy
Zan III Spirits					JP	Strategy	Turn-based strategy
Zen-Nippon GT Senshuken					JP	Racing	Sports Car Racing
Zen-Nippon Pro Wrestling					JP	Sports	Wrestling
Zen-Nippon Pro Wrestling Dash: Sekai Saikyō Tag					JP	Sports	Wrestling
Zenkoku Juudan: Ultra Shinri Game					JP	Traditional games	Trivia & game show
Zenkoku Kōkō Soccer					JP	Sports	Football
Zenkoku Kōkō Soccer 2					JP	Sports	Football
Zenkoku Kōkō Soccer Senshuken '96					JP	Sports	Football
Zennihon Pro Wrestling 2: 3-4 Budoukan					JP	Sports	Wrestling
Zennihon Pro Wrestling: Fight da Pon!					JP	Sports	Wrestling
Zero 4 Champ RR					JP	Racing	Sports Car Racing
Zero 4 Champ RR-Z					JP	Racing	Sports Car Racing
Zero the Kamikaze Squirrel	Zero the Kamikaze Squirrel	Zero the Kamikaze Squirrel				Platform	
Zico Soccer					JP	Sports	Football
Zig Zag Cat: Ostrich Club mo Oosawagi da					JP	RPG	Action RPG
Zombies Ate My Neighbors	Zombies Ate My Neighbors	Zombies				Shooter	Multidirectional shooter
Zoo-tto Mahjong!					JP	Traditional games	Tile games
Zool	Zool	Zool	Zool no Yume Bouken			Platform	
Zoop					NA EU	Puzzle	Action puzzle
